ndc,product_name,inactive_ingredient_unii,inactive_ingredient_name,active,prescribable
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",15FIX9V2JP,TITANIUM DIOXIDE,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",3NXW29V3WO,"HYPROMELLOSE, UNSPECIFIED",True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",3WJQ0SDW1A,"POLYETHYLENE GLYCOL, UNSPECIFIED",True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",6OZP39ZG8H,POLYSORBATE 80,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",70097M6I30,MAGNESIUM STEARATE,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",7SEV7J4R1U,TALC,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",EWQ57Q8I5X,LACTOSE MONOHYDRATE,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",H0G9379FGK,CALCIUM CARBONATE,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",M28OL1HH48,CROSCARMELLOSE SODIUM,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",OP1R32D61U,MICROCRYSTALLINE CELLULOSE,True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",RFW2ET671P,HYDROXYPROPYL CELLULOSE (1600000 WAMW),True,True
58151-155,"ATORVASTATIN CALCIUM TRIHYDRATE 10 mg ORAL TABLET, FILM COATED [Lipitor]",WL0328HX19,CANDELILLA WAX,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",15FIX9V2JP,TITANIUM DIOXIDE,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",3NXW29V3WO,"HYPROMELLOSE, UNSPECIFIED",True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",3WJQ0SDW1A,"POLYETHYLENE GLYCOL, UNSPECIFIED",True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",6OZP39ZG8H,POLYSORBATE 80,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",70097M6I30,MAGNESIUM STEARATE,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",7SEV7J4R1U,TALC,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",EWQ57Q8I5X,LACTOSE MONOHYDRATE,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",H0G9379FGK,CALCIUM CARBONATE,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",M28OL1HH48,CROSCARMELLOSE SODIUM,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",OP1R32D61U,MICROCRYSTALLINE CELLULOSE,True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",RFW2ET671P,HYDROXYPROPYL CELLULOSE (1600000 WAMW),True,True
58151-156,"ATORVASTATIN CALCIUM TRIHYDRATE 20 mg ORAL TABLET, FILM COATED [Lipitor]",WL0328HX19,CANDELILLA WAX,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",15FIX9V2JP,TITANIUM DIOXIDE,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",3NXW29V3WO,"HYPROMELLOSE, UNSPECIFIED",True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",3WJQ0SDW1A,"POLYETHYLENE GLYCOL, UNSPECIFIED",True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",6OZP39ZG8H,POLYSORBATE 80,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",70097M6I30,MAGNESIUM STEARATE,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",7SEV7J4R1U,TALC,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",EWQ57Q8I5X,LACTOSE MONOHYDRATE,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",H0G9379FGK,CALCIUM CARBONATE,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",M28OL1HH48,CROSCARMELLOSE SODIUM,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",OP1R32D61U,MICROCRYSTALLINE CELLULOSE,True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",RFW2ET671P,HYDROXYPROPYL CELLULOSE (1600000 WAMW),True,True
58151-157,"ATORVASTATIN CALCIUM TRIHYDRATE 40 mg ORAL TABLET, FILM COATED [Lipitor]",WL0328HX19,CANDELILLA WAX,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",15FIX9V2JP,TITANIUM DIOXIDE,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",3NXW29V3WO,"HYPROMELLOSE, UNSPECIFIED",True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",3WJQ0SDW1A,"POLYETHYLENE GLYCOL, UNSPECIFIED",True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",6OZP39ZG8H,POLYSORBATE 80,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",70097M6I30,MAGNESIUM STEARATE,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",7SEV7J4R1U,TALC,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",EWQ57Q8I5X,LACTOSE MONOHYDRATE,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",H0G9379FGK,CALCIUM CARBONATE,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",M28OL1HH48,CROSCARMELLOSE SODIUM,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",OP1R32D61U,MICROCRYSTALLINE CELLULOSE,True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",RFW2ET671P,HYDROXYPROPYL CELLULOSE (1600000 WAMW),True,True
58151-158,"ATORVASTATIN CALCIUM TRIHYDRATE 80 mg ORAL TABLET, FILM COATED [Lipitor]",WL0328HX19,CANDELILLA WAX,True,True
