Brand Name,Generic Name,Approval Date,Manufacturer,Drug Class
['2 in 1 Relief Value Pack'],MENTHOL,20211217,['RB Health (US) LLC'],N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Buildable Blur'],"HOMOSALATE, OCTISALATE, ZINC OXIDE",20231002,"['COSMAX USA, CORPORATION']",N/A
['Chloroquine Phosphate'],CHLOROQUINE PHOSPHATE,20241001,"['Rising Pharma Holdings, Inc.']",N/A
N/A,N/A,20181211,N/A,N/A
N/A,N/A,20130416,N/A,N/A
N/A,N/A,20130515,N/A,N/A
['Strontium Nitricum'],STRONTIUM NITRICUM,20231002,"['Hahnemann Laboratories, INC.']",N/A
N/A,N/A,20210615,N/A,N/A
N/A,N/A,20151127,N/A,N/A
['Zirconium Muriaticum'],ZIRCONIUM MURIATICUM,20231002,"['Hahnemann Laboratories, INC.']",N/A
['mermaid vibes Antibacterial Hand Sanitizer cotton candy scented'],ALCOHOL,20200730,"['Ganzhou Olivee Cosmetic Co., Ltd.']",N/A
N/A,N/A,20150824,N/A,N/A
N/A,N/A,20200117,N/A,N/A
['Povidone-Iodine Prep Pad'],POVIDONE-IODINE,20231023,"['Cardinal Health 200, Inc.']",N/A
N/A,N/A,20221209,N/A,N/A
['LISINOPRIL'],LISINOPRIL,20241008,['Bryant Ranch Prepack'],N/A
N/A,N/A,20100818,N/A,N/A
['AMPICILLIN'],AMPICILLIN SODIUM,20240724,"['Henry Schein, Inc.']",N/A
N/A,N/A,20191113,N/A,N/A
N/A,N/A,20190715,N/A,N/A
N/A,N/A,20181218,N/A,N/A
['Eagle Brand Muscle Rub'],"MENTHOL, METHYL SALICYLATE",20231024,['Borden Company (Private) Limited'],N/A
N/A,N/A,20170127,N/A,N/A
N/A,N/A,20140331,N/A,N/A
['Methadone Hydrochloride'],METHADONE HYDROCHLORIDE,20240521,['ATLANTIC BIOLOGICALS CORP.'],N/A
['Clean and Clear Essentials Acne Toner'],SALICYLIC ACID,20241106,['Kenvue Brands LLC'],N/A
N/A,N/A,20101206,N/A,N/A
N/A,N/A,20210530,N/A,N/A
['Allopurinol'],ALLOPURINOL,20220601,['Proficient Rx LP'],N/A
['Degree'],ADVANCED VANILLA AND JASMINE 72H ANTIPERSPIRANT DEODORANT,20241106,['Conopco Inc. d/b/a/ Unilever'],N/A
N/A,N/A,20211214,N/A,N/A
N/A,N/A,20190411,N/A,N/A
N/A,N/A,20230324,N/A,N/A
N/A,N/A,20130522,N/A,N/A
['Degree'],ADVANCED STRESS CONTROL 72H ANTIPERSPIRANT DEODORANT,20241106,['Conopco Inc. d/b/a/ Unilever'],N/A
N/A,N/A,20201028,N/A,N/A
N/A,N/A,20231003,N/A,N/A
['WHP Sleeplessness'],ARSENIC TRIOXIDE - ARABIC COFFEE BEAN - LACHESIS MUTA VENOM - PASSIFLORA INCARNATA FLOWERING TOP,20231003,['Washington Homeopathic Products'],N/A
['careone childrens allergy relief'],LORATADINE,20200810,['American Sales Company'],N/A
N/A,N/A,20200115,N/A,N/A
['Degree'],ADVANCED SHEER POWDER 72H ANTIPERSPIRANT DEODORANT,20241106,['Conopco Inc. d/b/a/ Unilever'],N/A
['WHP Headache'],ATROPA BELLADONNA - BRYONIA ALBA ROOT - SODIUM CHLORIDE - STRYCHNOS NUX-VOMICA SEED,20231003,['Washington Homeopathic Products'],N/A
N/A,N/A,20200830,N/A,N/A
['Famotidine'],FAMOTIDINE,20201117,"[""Dr.Reddy's Laboratories Limited""]",N/A
['WHP Smoking'],ARABICA COFFEE BEAN - STRYCHNOS NUX-VOMICA SEED - DELPHINIUM STAPHISAGRIA SEED,20231003,['Washington Homeopathic Products'],N/A
['Cough Drops'],MENTHOL,20231003,['Topco Associates LLC'],N/A
['Jock Itch Powder'],MICONAZOLE NITRATE,20240509,['Walgreens Company'],N/A
['Expedition BackCountry SPF 30'],"OCTOCRYLENE, OCTISALATE, AVOBENZONE",20241101,"['Tropical Seas, Inc.']",N/A
['WHP Fungus'],KEROSENE - SULFUR - THUJA OCCIDENTALIS LEAFY,20231003,['Washington Homeopathic Products'],N/A
['Cold and Flu Relief Nighttime'],"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",20240319,"['Dolgencorp, Inc. (DOLLAR GENERAL & REXALL)']",N/A
N/A,N/A,20210702,N/A,N/A
N/A,N/A,20170113,N/A,N/A
['Bupropion Hydrochloride XL'],BUPROPION HYDROCHLORIDE,20240616,"['Slate Run Pharmaceuticals, LLC']",N/A
['WHP Hay Fever'],ONION - ARSENIC TRIOXIDE - GELSEMIUM SEMPERVIRENS ROOT - STRYCHNOS NUX-VOMICA SEED,20231003,['Washington Homeopathic Products'],N/A
N/A,N/A,20140915,N/A,N/A
N/A,N/A,20130503,N/A,N/A
N/A,N/A,20200601,N/A,N/A
['WHP Hot Flashes'],LACHESIS MUTA VENOM - PULSATILLA VULGARIS - SEPIA OFFICINALIS JUICE - SULFUR,20231003,['Washington Homeopathic Products'],N/A
['Tourmaline 30 Special Order'],TOURMALINE 30 SPECIAL ORDER,20180501,['Uriel Pharmacy Inc.'],N/A
N/A,N/A,20191119,N/A,N/A
['Fluoxetine'],FLUOXETINE,20230815,"['Teva Pharmaceuticals USA, Inc.']",N/A
N/A,N/A,20180926,N/A,N/A
N/A,N/A,20211215,N/A,N/A
N/A,N/A,20200629,N/A,N/A
['MEROPENEM'],MEROPENEM,20210708,['Xellia Pharmaceuticals USA LLC'],N/A
['PRAVASTATIN SODIUM'],PRAVASTATIN SODIUM,20240820,['Bryant Ranch Prepack'],N/A
N/A,N/A,20141209,N/A,N/A
['Hand sanitizer 1.8oz with extra clip original'],ETHYL ALCOHOL,20231003,['Rejoice International Corp.'],N/A
['CYCLOBENZAPRINE HYDROCHLORIDE'],CYCLOBENZAPRINE HYDROCHLORIDE,20220810,"['Asclemed USA, Inc.']",N/A
N/A,N/A,20131104,N/A,N/A
['TERUFLEX Blood Bag System Anticoagulant Citrate Phosphate Dextrose (CPD) AND OPTISOL Red Cell Preservative'],ANTICOAGULANT CITRATE PHOSPHATE DEXTROSE (CPD) AND AS-5 RED CELL PRESERVATIVE,20191211,['Terumo Corporation'],N/A
N/A,N/A,20170324,N/A,N/A
"['Brompheniramine Maleate, Pseudoephedrine Hydrochloride and Dextromethorphan Hydrobromide']","BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",20230317,['Padagis US LLC'],N/A
N/A,N/A,20230202,N/A,N/A
['Hand sanitizer 2oz 2pk original'],ETHYL ALCOHOL,20231004,['Rejoice International Corp.'],N/A
['Methocarbamol'],METHOCARBAMOL,20240306,"['Oxford Pharmaceuticals, LLC']",N/A
['Ngenla'],SOMATROGON-GHLA,20240715,['Pfizer Laboratories Div Pfizer Inc'],N/A
['Equaline congestion relief'],"IBUPROFEN, PHENYLEPHRINE HCL",20230808,"['United Natural Foods, Inc. dba UNFI']",N/A
['Hand sanitizer 1.8oz with extra clip original'],ETHYL ALCOHOL,20231004,"['Zhejiang Guoyao Jingyue Aerosol Co., Ltd.']",N/A
['Vancomycin'],VANCOMYCIN HYDROCHLORIDE,20240719,['Sagent Pharmaceuticals'],N/A
N/A,N/A,20120514,N/A,N/A
['Hand sanitizer 2oz 2pk original'],ETHYL ALCOHOL,20231004,"['Zhejiang Guoyao Jingyue Aerosol Co., Ltd.']",N/A
['Donepezil Hydrochloride'],DONEPEZIL HYDROCHLORIDE,20230811,['Macleods Pharmaceuticals Limited'],N/A
['Ibuprofen and Pseudoephedrine HCl'],IBUPROFEN AND PSEUDOEPHEDRINE HCL,20231116,['Cardinal Health'],N/A
N/A,N/A,20101101,N/A,N/A
['Gemcitabine'],GEMCITABINE HYDROCHLORIDE,20221101,['Mylan Institutional LLC'],N/A
['Aripiprazole'],ARIPIPRAZOLE,20230223,['Amneal Pharmaceuticals LLC'],N/A
['Asper Flex'],LIDOCAINE,20240920,['Akron Pharma Inc.'],N/A
N/A,N/A,20180528,N/A,N/A
['SPOT ACNE TREATMENT 0.75OZ'],BENZOYL PEROXIDE,20231004,['Rejoice International Corp.'],N/A
N/A,N/A,20170113,N/A,N/A
N/A,N/A,20170712,N/A,N/A
N/A,N/A,20150817,N/A,N/A
['PERSISTENT BODY ACNE WASH 8.5OZ'],SALICYLIC ACID,20231004,['Rejoice International Corp.'],N/A
N/A,N/A,20190114,N/A,N/A
['naproxen sodium'],NAPROXEN SODIUM,20240812,['CVS Pharmacy'],N/A
['Quality Choice Gas Relief Extra Strength Softgels'],SIMETHICONE,20221229,['Chain Drug Marketing Association'],N/A
['SPOT ACNE TREATMENT 0.75OZ'],BENZOYL PEROXIDE,20231004,['China Ningbo Shangge Cosmetics Technology Corp.'],N/A
['Sunitinib malate'],SUNITINIB MALATE,20210922,['Sun Pharmaceutical Industries Inc.'],N/A
['Cetirizine Hydrochloride'],CETIRIZINE HYDROCHLORIDE,20191101,['Proficient Rx LP'],N/A
['Listerine Clinical Solutions Gum Health Icy Mint'],"EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL",20241111,['Kenvue Brands LLC'],N/A
N/A,N/A,20200321,N/A,N/A
N/A,N/A,20161222,N/A,N/A
['Listerine Clinical Solutions Teeth Strength Alpine Mint'],SODIUM FLUORIDE,20241111,['Kenvue Brands LLC'],N/A
N/A,N/A,20191224,N/A,N/A
N/A,N/A,20221014,N/A,N/A
['WHP Stress'],ARSENIC TRIOXIDE - DIBASIC POTASSIUM PHOSPHATE - PASSIFLORA INCARNATA FLOWERING TOP - DELPHINIUM STAPHISAGRIA SEED,20231004,['Washington Homeopathic Products'],N/A
['Betamethasone Valerate'],BETAMETHASONE VALERATE,20230607,"['RPK Pharmaceuticals, Inc.']",N/A
['Rite Aid Fiber Caplets'],CALCIUM POLYCARBOPHIL,20241030,['RITE AID CORPORATION'],N/A
['Midazolam'],MIDAZOLAM HYDROCHLORIDE,20231205,"['SOMERSET THERAPEUTICS, LLC']",N/A
['WHP Stomach Disorders'],ARSENIC TRIOXIDE - IPECAC - STRYCHNOS NUX-VOMICA - PULSATILLA VULGARIS - SULFUR,20231004,['Washington Homeopathic Products'],N/A
N/A,N/A,20211025,N/A,N/A
['Amoxicillin'],AMOXICILLIN,20240520,"['USAntibiotics, LLC']",N/A
N/A,N/A,20170425,N/A,N/A
['Calcitriol'],CALCITRIOL,20240520,['ATLANTIC BIOLOGICALS CORP.'],N/A
N/A,N/A,20171205,N/A,N/A
N/A,N/A,20240909,N/A,N/A
['Vespa crabro ex animale 6X'],VESPA CRABRO EX ANIMALE 6X,20231004,['Uriel Pharmacy Inc.'],N/A
['Doxepin'],DOXEPIN,20241003,"['Marlex Pharmaceuticals, Inc.']",N/A
N/A,N/A,20131118,N/A,N/A
['Degree'],ADVANCED MOVE FRESH COCONUT 72H ANTIPERSPIRANT DEODORANT,20231004,['Conopco Inc. d/b/a/ Unilever'],N/A
['CHERRY BLOSSOM SCENTED HAND SANITIZER'],ALCOHOL,20231026,"['Fourstar Group USA, Inc.']",N/A
['Regio substantiae nigrae 6X'],REGIO SUBSTANTIAE NIGRAE 6X,20231004,['Uriel Pharmacy Inc.'],N/A
['Nutrascreen'],REPLENISH AND PROTECT DAY CREAM,20240719,['Danne Montague King'],N/A
['Degree'],ADVANCED WHITE FLOWER AND LYCEE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,20241106,"['Conopco, Inc. d/b/a Unilever']",N/A
['Medterra Pain Relief 1000mg Hemp Menthol Cream'],MENTHOL,20231017,['Respect Manufacturing Corporation'],N/A
['Rompe Pecho CF CF'],"BROMPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR",20241008,['Efficient Laboratories Inc'],N/A
['GUNA-IGF'],INSULIN-LIKE GROWTH FACTOR-1,20221115,['Guna spa'],N/A
['Truwell Kids Dentiwash'],SODIUM FLUORIDE,20231004,"['ECOWORLDPHARM CO.,LTD']",N/A
['Vespa Crabro DKS'],VESPA CRABRO DKS,20240129,['Uriel Pharmacy Inc.'],N/A
N/A,N/A,20170727,N/A,N/A
['Primula Onopordon'],PRIMULA ONOPORDON,20231004,['Uriel Pharmacy Inc.'],N/A
['ACETAMINOPHEN (RED)'],ACETAMINOPHEN,20191122,"['Humanwell PuraCap Pharmaceutical (Wuhan), Ltd.']",N/A
['Rompe Pecho SF Flu SF Flu'],"BROMPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR",20241007,['Efficient Laboratories Inc'],N/A
['Arsenicum album 30X'],ARSENICUM ALBUM 30X,20231005,"['Uriel Pharmacy, Inc.']",N/A
N/A,N/A,20141023,N/A,N/A
['Tretinoin'],TRETINOIN,20240522,['A-S Medication Solutions'],N/A
['Yttrium Muriaticum'],YTTRIUM MURIATICUM,20231004,"['Hahnemann Laboratories, INC.']",N/A
N/A,N/A,20120927,N/A,N/A
['Zincum Muriaticum'],ZINCUM MURIATICUM,20231004,"['Hahnemann Laboratories, INC.']",N/A
N/A,N/A,20171126,N/A,N/A
N/A,N/A,20220204,N/A,N/A
N/A,N/A,20210430,N/A,N/A
N/A,N/A,20180806,N/A,N/A
N/A,N/A,20180531,N/A,N/A
N/A,N/A,20200109,N/A,N/A
N/A,N/A,20151005,N/A,N/A
N/A,N/A,20130708,N/A,N/A
['Truwell Dentiwash'],SODIUM FLUORIDE,20231004,"['ECOWORLDPHARM CO.,LTD']",N/A
['Truwell Dentiwash'],SODIUM FLUORIDE,20231004,"['ECOWORLDPHARM CO.,LTD']",N/A
N/A,N/A,20181231,N/A,N/A
N/A,N/A,20200117,N/A,N/A
N/A,N/A,20101025,N/A,N/A
N/A,N/A,20220523,N/A,N/A
N/A,N/A,20150924,N/A,N/A
['La Roche Posay Laboratoire Dermatologique Anthelios 60 Breakout Free Oil Free Face Dry Touch Broad Spectrum SPF 60 Sunscreen Water Resistant 80 Minutes'],"AVOBENZONE, HOMOSALATE, OCTISALATE AND OCTOCRYLENE",20231231,"[""L'Oreal USA Products Inc""]",N/A
['Silica 30 Special Order'],SILICA 30 SPECIAL ORDER,20180501,['Uriel Pharmacy Inc.'],N/A
N/A,N/A,20120323,N/A,N/A
['sorafenib'],SORAFENIB,20241012,"['Yabao Pharmaceutical Co., Ltd. Beijing']",N/A
N/A,N/A,20180913,N/A,N/A
N/A,N/A,20190710,N/A,N/A
N/A,N/A,20120710,N/A,N/A
N/A,N/A,20240214,N/A,N/A
N/A,N/A,20190222,N/A,N/A
['DIARRHEA CP'],"AETHUSA CYNAPIUM, ARSENIC TRIOXIDE, OYSTER SHELL CALICUM CARBONATE, CRUDE, MATRICARIA CHAMOMILLA, CITRULLUS COLOCYNTHIS FRUIT PULP, IRON, LYCOPODIUM CLAVATUM SPORE, MERCURIUS SOLOBILIS, PHOSPHORUS, PODOPHYLLUM, ANEMONE PULSATILLA, DELPHINIUM STRAPHISAGRIA SEED, SULFUR",20221219,"['Natural Creations, Inc.']",N/A
N/A,N/A,20100719,N/A,N/A
['retaine MGD'],MINERAL OIL,20240731,"['OCuSOFT, Inc.']",N/A
['Etodolac'],ETODOLAC,20231017,['A-S Medication Solutions'],N/A
N/A,N/A,20131119,N/A,N/A
['DESCOVY'],EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,20220113,"['Gilead Sciences, Inc.']",N/A
N/A,N/A,20191028,N/A,N/A
['Nabumetone'],NABUMETONE,20231201,['Bryant Ranch Prepack'],N/A
['Hand Recovery'],ALCOHOL,20241009,['Derma Glove'],N/A
N/A,N/A,20110601,N/A,N/A
N/A,N/A,20131112,N/A,N/A
N/A,N/A,20170920,N/A,N/A
['Profoot Pain Relief Patches'],"CAMPHOR, MENTHOL, METHYL SALICYLATE",20241023,"['Profoot, Inc.']",N/A
N/A,N/A,20240401,N/A,N/A
['Fluconazole'],FLUCONAZOLE,20231005,['Direct_Rx'],N/A
N/A,N/A,20180329,N/A,N/A
['NGA ALCOHOL WIPES SANDSTONE'],ETHANOL,20231005,['NEVER GO ALONE'],N/A
N/A,N/A,20170530,N/A,N/A
['Loperamide HCl and Simethicone'],LOPERAMIDE HCL AND SIMETHICONE,20220830,['Ohm Laboratories Inc.'],N/A
N/A,N/A,20150207,N/A,N/A
['GLADSKIN ECZEMACT ECZEMA'],COLLOIDAL OATMEAL,20231005,"['Micreos North America, Inc.']",N/A
['Articulatio coxae 8X'],ARTICULATIO COXAE 8X,20231005,['Uriel Pharmacy Inc.'],N/A
['CBD Pain Freeze Shrink'],MENTHOL,20231211,"['Global Widget, LLC']",N/A
['Salicylic Acid'],WART REMOVER LIQUID,20240124,['Discount Drug Mart'],N/A
N/A,N/A,20130916,N/A,N/A
N/A,N/A,20140708,N/A,N/A
['Rompe Pecho NT NT'],"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",20241008,['Efficient Laboratories Inc'],N/A
['Prostata 8X'],PROSTATA 8X,20231005,['Uriel Pharmacy Inc.'],N/A
N/A,N/A,20210302,N/A,N/A
N/A,N/A,20150220,N/A,N/A
['Plantago Primula'],PLANTAGO PRIMULA,20231005,"['Uriel Pharmacy, Inc.']",N/A
['Cefdinir'],CEFDINIR,20240214,['Aurobindo Pharma Limited'],N/A
N/A,N/A,20141103,N/A,N/A
N/A,N/A,20170425,N/A,N/A
N/A,N/A,20241007,N/A,N/A
['Brimonidine Tartrate/Timolol Maleate'],BRIMONIDINE TARTRATE AND TIMOLOL MALEATE,20220202,"['Actavis Pharma, Inc.']",N/A
['Pepto Bismol CHEWABLES'],BISMUTH SUBSALICYLATE,20241010,['Procter & Gamble Manufactura S de RL de CV'],N/A
N/A,N/A,20240513,N/A,N/A
['Adrenapar'],"ARALIA QUINQUEFOLIA, AVENA SATIVA, GLANDULA SUPRARENALIS SUIS, ARSENICUM IODATUM, IGNATIA AMARA, LYCOPODIUM CLAVATUM, NUX VOMICA, PHOSPHORICUM ACIDUM, PHOSPHORUS, ZINCUM METALLICUM",20220810,"['Energique, Inc.']",N/A
['Pepto Bismol CHEWABLES'],BISMUTH SUBSALICYLATE,20241010,['Procter & Gamble Manufactura S de RL de CV'],N/A
N/A,N/A,20170120,N/A,N/A
N/A,N/A,20140401,N/A,N/A
N/A,N/A,20110310,N/A,N/A
['NALTREXONE HYDROCHLORIDE'],NALTREXONE HYDROCHLORIDE,20231207,['SpecGx LLC'],N/A
N/A,N/A,20211209,N/A,N/A
['Lidotral Five Percent with Menthol'],"LIDOCAINE HYDROCHLORIDE, MENTHOL",20231006,['PureTek Corporation'],N/A
['Labetalol HCL'],LABETALOL HYDROCHLORIDE,20241007,['Bryant Ranch Prepack'],N/A
N/A,N/A,20240209,N/A,N/A
N/A,N/A,20171113,N/A,N/A
['equaline anti itch maximum strength'],HYDROCORTISONE,20241003,"['United Natural Foods, Inc. dba UNFI']",N/A
['acetazolamide'],ACETAZOLAMIDE,20230724,['Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.'],N/A
['COLD FLU and SORE THROAT RELIEF'],"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE",20191125,['PuraCap Pharmaceutical LLC'],N/A
N/A,N/A,20240409,N/A,N/A
N/A,N/A,20160927,N/A,N/A
N/A,N/A,20240719,N/A,N/A
N/A,N/A,20201209,N/A,N/A
N/A,N/A,20120109,N/A,N/A
['Levofloxacin'],LEVOFLOXACIN,20241021,"['Cardinal Health 107, LLC']",N/A
N/A,N/A,20180525,N/A,N/A
N/A,N/A,20171116,N/A,N/A
N/A,N/A,20240307,N/A,N/A
['Acetaminophen'],ACETAMINOPHEN,20191224,"[""Fred's Inc.""]",N/A
['Diflorasone Diacetate'],DIFLORASONE DIACETATE,20191023,['Innovida Pharmaceutique Corporation'],N/A
N/A,N/A,20160318,N/A,N/A
N/A,N/A,20151125,N/A,N/A
N/A,N/A,20201216,N/A,N/A
['Betadine Solution Swabsticks'],POVIDONE-IODINE,20231222,"['Atlantis Consumer Healthcare, Inc.']",N/A
N/A,N/A,20180514,N/A,N/A
N/A,N/A,20240112,N/A,N/A
['SANTO REMEDIOS RADIANCE SILKY MINERAL PRIMER SUNSCREEN SPF 42 IVORY'],"TITANIUM DIOXIDE, ZINC OXIDE",20240805,['SANTO REMEDIO LLC'],N/A
N/A,N/A,20190529,N/A,N/A
N/A,N/A,20201215,N/A,N/A
N/A,N/A,20240115,N/A,N/A
N/A,N/A,20180117,N/A,N/A
['The Zoeun Skin Eye Cream'],STURGEON EXTRACT,20240115,"['Sturgeonbio Co.,Ltd.']",N/A
N/A,N/A,20230307,N/A,N/A
"['TopCare Therapeutic Anti-Dandruff Anti-dandruff, anti-seborrheic dermatitis, anti-psoriasis']",COAL TAR,20240822,"['Topco Associates, LLC']",N/A
N/A,N/A,20150223,N/A,N/A
N/A,N/A,20150228,N/A,N/A
N/A,N/A,20150228,N/A,N/A
['VANIBISS BUTT AND THIGHS'],SALICYLIC ACID,20231003,['Vanibiss Inc'],N/A
N/A,N/A,20180702,N/A,N/A
N/A,N/A,20150227,N/A,N/A
N/A,N/A,20180201,N/A,N/A
N/A,N/A,20120319,N/A,N/A
N/A,N/A,20191016,N/A,N/A
['Bayer Chewable - Aspirin Regimen Low Dose Aspirin Cherry Flavored'],ASPIRIN,20231130,['Bayer HealthCare LLC.'],N/A
['CankerMelts'],BENZOCAINE,20241105,"['Quest Products, LLC']",N/A
N/A,N/A,20210920,N/A,N/A
['Pharbedryl'],DIPHENHYDRAMINE HCL,20230613,"['Pharbest Pharmaceuticals, Inc.']",N/A
N/A,N/A,20201008,N/A,N/A
N/A,N/A,20171115,N/A,N/A
['PREDNISOLONE'],PREDNISOLONE,20240216,['Aurobindo Pharma Limited'],N/A
['Artistry Ideal Radiance Illuminating CC SPF50 Broad Spectrum Sunscreen - Light'],"ENSULIZOLE,OCTINOXATE, OXYBENZONE, TITANIUM DIOXIDE, ZINC OXIDE",20231021,['Access Business Group LLC'],N/A
['Quetiapine Fumarate'],QUETIAPINE FUMARATE,20240205,['XLCare Pharmaceuticals Inc.'],N/A
['FLONASE Nighttime Allergy Relief'],TRIPROLIDINE HCL,20241002,['Haleon US Holdings LLC'],N/A
['Skin Laundry. Clean Slate Exfoliating 2 Salicylic Acid Treatment Gel Cleanser Cleanse Exfoliate'],SALICYLIC ACID,20231006,"['Skin Laundry Holdings, Inc.']",N/A
['Skin Laundry Sun Defense Mineral SPF 30 Sunscreen Broad Spectrum SPF 30 UVA UVB'],ZINC OXIDE,20231006,"['Skin Laundry Holdings, Inc.']",N/A
['Wonderscreen Broad Spectrum SPF 30 Shade 1'],ZINC OXIDE,20241024,"['Dime Beauty Co, LLC']",N/A
N/A,N/A,20230109,N/A,N/A
['Amoxicillin'],AMOXICILLIN,20240606,"['NuCare Pharmaceuticals,Inc.']",N/A
N/A,N/A,20230110,N/A,N/A
['METFORMIN HYDROCHLORIDE'],METFORMIN HYDROCHLORIDE,20240926,"['NuCare Pharmaceuticals,Inc.']",N/A
N/A,N/A,20231228,N/A,N/A
N/A,N/A,20150205,N/A,N/A
['Naproxen Caplets'],NAPROXEN SODIUM 220 MG,20190606,['Allegiant Health'],N/A
['DuoCare Clinical Oral Rinse'],CETYLPYRIDINIUM CHLORIDE MOUTHWASH,20231020,['IIMED MEDICAL MEXICANA S DE RL DE CV'],N/A
N/A,N/A,20171121,N/A,N/A
N/A,N/A,20181220,N/A,N/A
['Keylosa'],MULTIVITAMIN,20231006,['Novian Pharmaceuticals'],N/A
N/A,N/A,20231122,N/A,N/A
N/A,N/A,20130805,N/A,N/A
N/A,N/A,20240112,N/A,N/A
['Vancomycin Hydrochloride'],VANCOMYCIN HYDROCHLORIDE,20230207,"['Fresenius Kabi USA, LLC']",N/A
N/A,N/A,20240112,N/A,N/A
N/A,N/A,20141125,N/A,N/A
N/A,N/A,20240112,N/A,N/A
['Medline Peroxi Fresh Mouthwash'],HYDROGEN PEROXIDE MOUTHWASH,20231006,['IIMED MEDICAL MEXICANA S DE RL DE CV'],N/A
['Mosaic Antibacterial Wipes'],BENZALKONIUM CHLORIDE,20240123,"['Zhejiang iColor Biotech Co., Ltd']",N/A
N/A,N/A,20110316,N/A,N/A
N/A,N/A,20240112,N/A,N/A
['Sparklefresh Fluoride'],SODIUM MONOFLUOROPHOSPHATE,20231006,['IIMED MEDICAL MEXICANA S DE RL DE CV'],N/A
['Titanium Muriaticum'],TITANIUM MURIATICUM,20231006,"['Hahnemann Laboratories, INC.']",N/A
['Selenium Muriaticum'],SELENIUM MURIATICUM,20231006,"['Hahnemann Laboratories, INC.']",N/A
N/A,N/A,20181115,N/A,N/A
N/A,N/A,20190607,N/A,N/A
['Cefuroxime and Dextrose'],CEFUROXIME AND DEXTROSE,20201205,['B. Braun Medical Inc.'],N/A
N/A,N/A,20110307,N/A,N/A
N/A,N/A,20231008,N/A,N/A
N/A,N/A,20180206,N/A,N/A
['LOMAIRA'],PHENTERMINE HYDROCHLORIDE,20230407,"['Calvin Scott & Co., Inc.']",N/A
N/A,N/A,20140203,N/A,N/A
N/A,N/A,20191217,N/A,N/A
N/A,N/A,20171024,N/A,N/A
['Wart removal'],WART REMOVAL LIQUID,20231116,"['Wenchang Panzhijie Trading Co., Ltd.']",N/A
['Escitalopram'],ESCITALOPRAM,20220330,"['RPK Pharmaceuticals, Inc.']",N/A
N/A,N/A,20190912,N/A,N/A
N/A,N/A,20140930,N/A,N/A
N/A,N/A,20240829,N/A,N/A
['La Roche Posay Laboratoire Dermatologique Sport Anthelios Activewear Broad Spectrum SPF 60 Sunscreen'],"AVOBENZONE, HOMOSALATE, OCTISALATE AND OCTOCRYLENE",20231231,"[""L'Oreal USA Products Inc""]",N/A
